CaseID,weight,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_Refused,Q19,Q20,Q21,Q22,Q24,Q26,Q27,Q28,Q28_Refused,Q29_a,Q29_b,Q29_c,Q29_d,Q29_e,Q29_f,Q29_g,Q30,Q30_Refused,Q31,Q32_a,Q32_b,Q32_c,Q32_d,Q32_e,Q32_f,Q32_g,Q32_h,Q32_i,Q32_j,Q32_k,Q33,Q33_Refused,Q34,Q34_Refused,Q35_a,Q35_b,Q35_c,Q35_d,Q35_e,Q35_f,Q35_g,Q35_h,Q35_i,Q35_j,Q36,Q36_Refused,Q37_a,Q37_b,Q37_c,Q37_d,Q37_e,Q37_f,Q37_g,PARTY,PARTY_Text,PARTYLN,IDEO,TP,PPAGE,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPRENT,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK
421,.6838,1,1,1,3,6,6, ,3,1,4,1,1,1,1,1,2, ,99, ,99,5,2,99,99,99, ,99, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,99,1,1,1,1,1,1, , ,2,3,39,2,9,2,1,1,1,6,1,12,1,0,1,0,0,1,2,3,1
423,.105,1,3,1,1,2,2,2,1,1,2,1,1,2,2,1,2,Surveillance is good if it can catch terrorists or criminals. It can go too far when used on innocent people. There should be at least a suspicion of wrongdoing before someone is watched., ,2,1,2,2,2,2,2,I do not like infringements on my right to privacy and freedom of speech. Things can be misinterpreted sometimes., ,3,3,3,3,3,3,3, ,99,4,3,3,3,3,2,3,3,3,3,3,4, ,99, ,99,3,4,4,3,3,4,3,4,4,3, , ,1,2,1,1,1,2,2,1, , ,2,3,54,3,12,4,1,2,0,6,1,11,3,1,2,0,0,1,2,3,1
425,.1158,4,6,3,3,3,6, ,3,1,2,1,99,99,99,99,2,"I don't think we should build huge buildings (covering precious land) to store tons of information.  It seems like a waste of time, energy, the earth.  We need to learn how to get along without violence, mind our own business and not try to police the world.", ,2,1,3,3,5,5,3, , ,4,4,4,5,5,5,4, , ,99,3,3,3,3,3,3,4,4,3,3,3, ,99, , ,4,4,4,3,4,4,3,4,4,4, , ,99,99,1,99,99,99,99,3, ,2,2,2,63,4,10,3,5,2,1,2,1,11,3,1,1,0,0,0,0,2,5
431,.9248,4,4,2,2,6,3,2,5,2,3,2,2,2,2,1,2,Okay, , ,1,3,2,4,4,1, ,99, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,2,2, , ,3,99,20,1,6,1,4,1,1,4,1,7,4,1,2,0,0,0,1,3,4
433,1.0933,3,5,6,6,6,6, ,4,1,2,1,1,1,1,1,4,"If it keeps us safe Dumb Ass it is worth it.  Of course if you would like to move to another country and get yourself fucking killed, please be my guest.", ,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3,"You just talk shit.  Look at it this way, YOU ARE ALIVE AND FREE.", , , ,5,5,5,5,5,5,5,5,5,5, , ,1,1,1,1,1,1,1,2, , ,3,2,66,4,9,2,1,1,1,2,1,9,1,1,1,0,0,0,0,2,5
434,1.3763,6, ,6,3,3,6, ,2,1,2,1,1,1,1,1,4,It doesn't concern me because I have nothing to hide., ,1,1,4,4,5,5,4, , ,4,4,4,5,5,5,4, , ,4,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,2,1,1,1,4,I don't vote,99,4,3,55,3,9,2,4,2,1,1,3,12,5,1,2,0,0,0,0,1,2
436,.5307,4,6,1,1,3,6, ,1,1,1,1,2,2,2,2,2,Because of some of the idiots employed by the government who could and would misuse the information.  As a retired Federal employee I've met a few of these idiots during my 33 year career., ,2,2,2,2,1,2,1,misuse of information secured including impacting credit reports and employment opportunities, ,3,3,2,5,5,5,2,more pc correct as someone out there may be monitoring., ,4,4,3,1,2,2,1,4,4,3,2,1, ,99,see previous answers, ,4,4,5,2,4,4,3,3,4,3, ,99,2,2,2,2,2,2,2,3, ,1,3,2,76,4,13,4,1,1,1,2,1,16,2,1,1,0,0,0,0,2,5
440,.8505,6, ,1,2,1,6, ,1,2,1,1,2,2,2,2,1,I am extremely concerned. Our communications data and information is personal and private. The Constitution prohibits this type of governmental intrusion., ,2,2,2,1,5,5,1,"The government has NO right to know ANY of my PRIVATE business, whether in letters, emails, internet, etc.", ,2,4,4,5,5,5,4,"I am just aware that the govt.is looking over my shoulder, so I have to keep that in mind. It deadens our ability to be truly free and express dissenting opinions.", ,3,3,3,3,3,3,3,3,3,1,3,3, ,99, ,99,3,3,5,1,3,3,3,3,3,3,I think this survey is way too intrusive. I am not going to answer questions I think are inappropriate., ,2,1,2,2,2,2,2,2, , ,4,2,71,4,13,4,1,1,1,2,1,12,1,1,1,0,0,0,0,2,5
443,.881,1,6,1,1,6,6, ,2,1,3,1,1,1,1,1,4,I believe the internet is like a public domain.  Don't put anything on it that you wouldn't want your Mother to see
., , ,1,4,4,4,5,4, , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,1, , ,3,1,70,4,9,2,1,1,1,2,1,10,1,1,1,0,0,0,0,2,5
444,2.7162,3,6,4,5,6,6, ,5,2,2,2,2,2,2,2,2, ,99,2,2,5,2,2,5,3, ,99,5,4,4,4,5,5,4, , ,2,4,4,4,4,4,3,4,4,3,3,3, ,99, , ,3,4,4,3,4,4,3,3,3,3, , ,1,2,1,1,2,2,2,1, , ,3,2,57,3,9,2,1,1,1,1,1,8,5,0,1,0,0,0,0,1,1
445,1.2053,1,1,1,2,1,1,1,3,2,2,1,2,1,1,1,2,"I am not really concerned if the government is monitoring my data, my only concern is for companies and ads are sold my information. I have nothing to hide and I am not a terrorist so if the government needs to keep America safe doing so, then I am for it.", ,2,2,1,4,3,4,3,"I am not a terrorist or criminal out to hurt America, so I don't mind if my communications are monitored. Also, maybe if communication was monitored on a large basis, our Government can even catch criminals talking and planning murders.", ,4,4,5,4,4,4,4, , ,1,3,3,3,3,3,3,1,1,3,3,1,I haven't made any., ,I did it mostly because of ads and not really because of government monitoring., ,1,3,1,1,5,1,1,3,3,3,I just did it because the person on the other end felt better., ,1,1,1,1,1,2,1,1, , ,2,1,20,1,10,3,4,1,0,6,1,12,5,1,1,0,0,2,2,2,1
449,1.6848,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,3,"If you don't have anything to hide, a person shouldn't be too concerned", ,1,1,3,3,3,3,3, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,4,3,4,4,3, , ,1,2,2,1,1,2,1,2, , ,4,2,36,2,13,4,1,2,1,4,1,14,1,0,1,0,0,2,0,2,1
451,2.4075,3,6,6,2,6,6, ,3,1,1,1,1,2,2,2,1,German SS, ,2,2,1,1,1,1,1, ,99,5,2,2,2,5,5,2, ,99,3,4,4,4,4,4,2,4,4,4,4,2, ,99, ,99,5,5,5,1,5,2,5,5,5,2, ,99,1,2,2,2,2,2,2,4,tea party,1,1,1,54,3,12,4,1,1,1,2,1,13,1,0,1,0,0,0,0,2,5
452,.4609,1,3,1,1,1,6, ,1,2,2,1,1,2,2,2,4,Because if you're not doing anything illegal than you have nothing to hide from the government or anyone else., ,2,2,4,4,4,5,4, , ,4,4,5,4,4,5,4, , ,4,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,4,4,3,4,4,3,4,3,3, , ,1,2,2,2,1,2,2,1, , ,2,3,53,3,9,2,1,2,1,4,1,15,1,1,1,0,0,2,0,2,1
454,1.0398,1,3,1,3,6,1,3,99,1,2,1,1,2,2,2,3,Valid surveillance of any kind to keep our citizens safe is acceptable., ,1,1,5,2,2,2,1,Private details becoming public., ,5,4,5,4,4,4,4, , ,4,4,4,4,4,4,3,3,3,3,3,4, ,99, , ,3,4,4,3,3,5,5,5,5,5, , ,1,1,1,1,1,1,1,2, , ,3,3,31,2,10,3,2,2,1,3,1,11,1,1,1,0,0,1,0,2,7
456,3.0972,2,6,1,2,6,6, ,4,1,1,1,2,1,1,1,3,I was raised to trust my government., ,1,2,5,4,4,5,4, , ,5,4,4,4,5,4,4, , ,4,4,4,4,4,3,3,1,4,3,3,3, ,99, ,99,3,3,3,3,3,4,5,4,4,4, , ,1,2,1,1,1,1,1,3, ,2,3,2,53,3,12,4,1,1,1,6,3,16,2,1,2,0,0,0,0,6,6
457,.5862,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,3,If you're not doing anything wrong you got nothing to worry about, ,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,4,3, , ,1,1,1,1,1,1,1,1, , ,2,3,53,3,10,3,1,2,1,3,1,16,1,1,1,0,0,0,0,3,1
459,.626,2,3,1,1,6,6, ,3,2,1,1,2,2,1,2,2,If the government can do something like this it will eventually do what they think is what they want. Like president Obama using executive powers to go over congress because he thinks it right forget what congress is there for. I think there can be good and probably much more bad with eavesdropping because it will over step its grounds, ,1,1,5,2,2,2,2,I believe the I answered this in earlier question  that didn't call for that answer but those were my thoughts, ,5,3,3,3,3,5,3,with the government watching  I don't really want to look at sites I might have because I'm not sure if it might bring up some kind of red flag.Just like this actual survey. The government can get into anything they want. Do you actually think the questions about the US government you are asking hasn't raised a  red flag. If not you had better think again it is exactly what they want to know. I will bet the farm someone is in your site looking for anything they might want to watch. There is know way this can be safeguarded this if  government wants to see what I might be thinking, ,2,3,3,2,3,3,3,2,3,3,3,3,None, ,Just don't know if something simple that I don't  think anybody needs to know might do something, ,3,3,3,3,4,4,3,3,4,3, , ,1,2,2,1,1,1,1,1, , ,3,3,57,3,11,3,5,1,1,1,1,7,5,0,1,0,0,0,0,1,1
462,.105,2,6,2,3,5,6, ,3,2,1,1,2,2,2,1,2,whatever happenedto our privacy?, ,2,2,4,3,3,4,3, , ,5,4,5,3,5,5,4,i don' t believe i'm doing anything illegal..', ,3,3,3,3,3,4,3,4,3,3,3,3,Have made NO changes.., , , ,4,3,5,3,3,4,5,4,4,3, , ,1,2,1,1,1,1,2,1, , ,2,3,79,4,9,2,1,1,1,2,4,6,1,1,1,0,0,0,0,2,5
465,.105,6, ,6,6,6,6, ,6,2,4,2,2,2,2,2,3, ,99, ,2,3,4,5,5,5, , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,99,99,1,2,99,1, , ,3,3,21,1,12,4,1,1,1,6,1,6,4,1,1,0,0,0,2,4,3
466,1.3422,1,1,1,2,1,1,3,4,2,4,1,2,2,2,2,1,I don't trust the Government or politicians in general, , ,2,1,1,1,1,1,Just don't trust low life politicians especially in my State, , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,3, ,1,3,3,59,3,10,3,1,1,1,2,1,13,5,1,1,0,0,0,0,2,1
468,.9847,6, ,4,6,6,6, ,6,2,1,1,2,2,1,1,2,Our Constitutional rights are being bypassed, ,1,1,4,4,99,4,4, , ,4,4,4,4,4,4,4, , ,1,3,3,1,3,1,3,3,3,3,3,1, ,99,It seemed like a good idea, ,3,3,3,3,4,3,3,3,3,3, , ,1,2,1,1,1,2,1,2, , ,4,2,38,2,9,2,1,2,1,2,3,9,5,1,2,0,0,0,0,2,1
469,.1131,2,5,3,2,3,6, ,3,2,1,1,1,2,2,1,2,"Across the board monitoring of 'nonthreatening' people violates their right of privacy.  I am all for monitoring people who pose a threat, in order to stop the threat.", ,2,2,2,2,2,5,2,restrictions with healthcare
misinterpretation of information
more government control = communism, ,1,2,2,2,5,5,1,concerned about what the government might do with any information retrieved and how it is interpreted, ,3,2,2,1,1,2,1,1,2,3,1,1, ,99,trying to protect my privacy, ,4,4,4,1,4,4,1,4,4,4,protect my privacy rights, ,2,2,2,1,1,1,1,1, , ,2,1,59,3,9,2,1,2,1,2,1,9,1,1,1,0,0,0,0,2,5
471,.919,1,1,1,3,4,1,1,1,2,2,1,2,2,2,2,2,The government sucks!, ,2,2,2,2,2,2,2,not sure, ,2,2,2,2,2,2,2,not sure, ,4,3,1,1,1,2,2,1,1,4,4,2,not sure, ,govenment sucks, ,4,4,4,4,4,4,4,4,4,4, , ,1,2,2,2,1,2,2,1, , ,2,3,36,2,9,2,4,2,1,7,1,1,1,1,2,0,1,2,2,2,7
473,1.6182,3,6,1,1,2,6, ,1,1,1,2,2,2,2,2,1,The government collects and surveilles private information about Americans and others indiscriminately. This is inconsistent with our Constitutional rights to privacy and American values and traditions., ,2,2,1,2,3,3,1,"ANY sorts of problems--that I might not even be able to imagine--might arise due to indiscriminate monitoring of my communications activity. Release of information from such sites as social media and even businesses such as Amazon, can be dangerous to me. There are measures in place to legitimately monitor communications of individuals or groups that might be harmful to American security. There is no legitimate rationale for indiscriminate monitoring. This is contrary to our Constitution and to American values.", ,2,3,3,5,5,5,2,"I use my cell phone as little as possible. I closed my account on Facebook for several years, although I have recently gone back on for the basis of promoting my books. I tweet occasionally, mainly for the same purpose. I never send text messages. I do not answer calls from unknown phone numbers or unidentified callers.

I do much of this simply to preserve my privacy. I am not willing to be accessible to others--even friends--at all times. I don't worry too much about my views or interests being known because I have nothing to fear, or be ashamed of in that regard. However, some of my views are not popular with certain powerful --and possibly corrupt institutions and lobbyists --that have too much control and corruptive effect on American government. Our government is for sale despite some honorable individuals' attempts to change that.", ,3,3,1,1,1,3,3,4,4,3,3,3,I have attempted to become better informed on these issues., ,"I am highly concerned about the state of our government, which pretty clearly is available for sale, viz. AIPAC's powerful control of Congress and therefore our generally harmful policies in the Middle East.", ,4,4,3,3,3,3,1,3,3,3,This survey has made me more aware of the strategies I might adopt and I intend to consult very soon with a friend who is a highly sophisticated computer scientist about how best to do this., ,1,2,2,2,2,2,2,2, , ,4,2,74,4,12,4,1,2,1,1,3,12,1,1,2,0,0,0,0,1,2
474,1.0453,1,1,1,1,3,3,3,1,1,2,1,1,1,1,1,2,I wish it were not necessary but understand why it is done, ,2,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3,None. I have nothing to hide, , , ,3,3,3,3,3,3,3,3,4,3, , ,1,1,1,1,1,1,1,1, , ,2,2,50,3,13,4,1,1,1,4,1,18,1,1,1,0,0,2,0,2,1
475,.5354,2,5,2,3,3,6, ,3,2,4,1,1,1,1,1,3,they need to keep track of suspicious people., , ,1,4,4,4,4,4, , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,2, , ,3,3,76,4,9,2,1,2,1,1,1,7,2,1,1,0,0,0,0,1,5
476,.6606,4,6,1,1,6,6, ,4,2,1,1,2,2,2,2,3,"If a person has nothing to hide, what is there to worry about..  They can listen to all my conversations and read my emails and not learn anything bad about me or my family and friends.", ,1,1,5,4,3,5,4, , ,5,4,4,4,5,5,5, , ,3,4,4,4,4,3,3,4,4,3,3,3,I have made no changes, , , ,5,5,5,3,4,4,4,4,4,4, , ,1,1,1,1,1,1,1,2, , ,3,3,77,4,9,2,1,2,1,2,1,16,1,1,1,0,0,0,0,2,5
481,.9941,1,1,1,1,6,6, ,3,1,1,1,1,2,1,1,1,This is part of our freedom, ,2,2,1,1,1,1,99,"Unless there is cause to monitor, such as terrorist suspicions, there is no reason to monitor.  This is private.", ,5,2,5,2,2,1,2,am more careful, ,2,4,4,4,4,2,2,1,1,3,2,2,none, ,am more aware of what i say and do on line and via phone, ,3,3,3,1,3,2,5,5,4,2,makes it less likely for monitoring, ,1,1,1,1,1,1,1,1, , ,1,1,37,2,13,4,1,1,1,3,1,13,1,1,1,0,0,0,0,3,1
482,.6827,1,1,1,1,3,1,1,1,1,2,1,2,2,1,1,3,I don't believe I would be a person of interest., ,2,1,3,2,2,3,2,"I don't believe I would be monitored, but it just seems like an invasion of privacy. I don't like to be that open.", ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3,I have not changed any way gag I communicate., , , ,3,3,3,3,3,3,3,3,3,3, , ,1,2,2,2,2,2,2,1, , ,2,3,48,3,12,4,1,2,1,6,1,17,1,1,1,0,0,1,1,4,1
484,1.3694,1,1,2,4,3,6, ,3,2,2,1,1,1,1,1,3,"these days, with most everyone out to get us, it only makes sense to monitor communications...I have nothing to hide", ,1,1,4,4,4,5,3, , ,4,4,4,4,4,5,4, , ,3,3,3,3,3,3,3,4,3,3,3,3,no changes, , , ,3,4,4,1,3,4,1,4,4,3,"I didn't do it because of our government, I did it because of hackers", ,1,2,1,1,1,1,2,3, ,1,3,3,27,1,8,1,1,1,0,10,1,14,3,1,2,0,0,3,0,7,1
486,1.1683,1,88,2,1,6,6, ,6,1,3,1,1,2,1,1,3,If that what the government needs to do to keep all americans safe then iam okay with it., , ,1,4,4,3,4,3, , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,2, , ,2,3,58,3,11,3,4,1,1,2,1,16,1,1,1,0,0,0,0,2,1
488,1.2496,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3, ,99,99,99,4,3,3,3,3, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,1,4,4,3,3,4,3,4,4,4, ,99,1,2,1,1,1,2,1,3, ,2,4,2,48,3,12,4,1,2,1,4,1,19,1,1,1,0,0,1,1,2,7
489,.2623,1,1,1,1,5,1,4,1,2,3,2,2,2,2,2,4,None, , ,2,4,3,4,4,4, , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,3, ,1,1,3,24,1,4,1,2,2,0,1,1,2,6,1,2,0,0,0,0,1,4
490,.1674,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,I feel like you have nothing to worry about if you aren't doing anything wrong., ,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,2,3,None, ,I haven't changed anything because I haven't done anything I need to hide., ,3,4,3,3,4,3,3,3,3,3, , ,1,2,1,1,1,2,1,2, , ,3,3,48,3,10,3,5,2,0,5,1,15,1,1,2,0,1,1,0,3,7
491,1.1006,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2, ,99,2,2,3,3,2,2,1, ,99,3,3,5,3,3,3,3, ,99,3,3,2,1,1,3,2,3,1,3,3,3, ,99, ,99,3,4,4,2,4,2,1,2,3,2, ,99,1,2,2,2,2,2,2,2, , ,3,2,31,2,12,4,1,2,0,1,3,15,5,1,2,0,0,0,0,1,1
492,.291,3,3,1,1,1,1,2,3,2,2,1,1,2,2,2,2,"I think we need to be very careful about giving the government the ""right"" to monitor communications. It's a very slippery slope.", ,2,1,3,3,2,3,2,The citizens of this country have a right to privacy. I would rather be a little less safe and have freedom than be more safe and have less freedom., ,4,3,4,4,4,4,4,I don't normally search for anything that I wouldn't mind others seeing. But before I type items in a search engine I do think to myself - What if someone saw me searching this?, ,1,3,3,3,3,3,3,3,3,3,3,3,I haven't really made any., , , ,3,3,3,3,3,4,3,4,4,3, , ,1,2,2,2,2,2,2,3, ,1,1,3,40,2,11,3,1,2,1,8,1,15,1,1,1,0,1,5,0,2,7
493,2.2935,1,1,2,6,3,3,3,4,1,2,1,1,1,1,1,3, ,99,2,2,2,2,2,2,2, ,99,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,4,4,4,4,4,4,4,4,4,4, , ,1,1,1,1,1,1,1,1, , ,3,3,46,3,9,2,1,2,1,1,1,9,3,0,1,0,0,0,0,1,1
494,.3154,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,4,"I don't have anything to hide so I don't care who sees my communications. If monitoring communication makes our country safer, I have no issues with it.", ,1,1,4,4,4,4,4, , ,4,4,5,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,2,2,3, ,1,2,3,42,2,13,4,1,1,1,4,1,16,1,1,2,0,0,1,1,2,1
496,1.6893,1,1,1,1,2,1,3,1,1,2,1,2,1,1,1,2,I am concerned that the government may obtain sensetive information about me and there may be some type of security breach that will compromise my personal information., ,1,2,2,2,2,2,2,I am concerned about the monitering me communication activity and getting sensitive information about me and the goverment computers getting hacked and my information getting into the wrong hands., ,4,3,4,3,4,4,4,I am more aware of the words I use to express my feeling when I write., ,4,3,3,3,3,3,1,1,3,1,2,1,I have made no other changes in my behaviors sense learning about the us phone and internet monitoring programs., ,There really is nothing more to explain. I have explained how I have changed my behaviors., ,4,4,4,3,4,4,4,4,4,4, , ,1,1,1,1,1,1,1,2, , ,3,3,69,4,3,1,2,2,1,4,1,7,3,1,1,0,0,0,2,2,6
497,.7483,2,1,4,4,6,6, ,4,1,2,1,1,1,1,1,2, ,99,2,2,99,3,3,3,3, , ,5,4,4,4,4,4,4, , ,3,3,3,4,3,3,3,3,3,3,3,3, ,99, , ,5,4,4,5,5,4,5,4,4,4, , ,1,1,1,1,1,2,2,2, , ,1,3,65,4,14,4,1,2,1,2,1,13,1,1,1,0,0,0,0,2,5
498,.7158,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,"I know it's necessary to help keep us safe from terrorists, but I worry that it will be used against me in a manner other than monitoring terrorism.", ,1,1,2,2,2,2,2,"I'm not worried they'll find something to arrest me for,  but everybody has their little quirks they don't want anybody to know about. Those things should remain private.", ,4,3,4,4,4,4,4,I don't search some things that I might have before., ,2,3,3,3,3,3,1,3,3,3,1,3, ,99,There's no point in inviting scrutiny if it's not necessary., ,3,3,3,1,4,3,3,3,3,3,Just made common sense., ,1,1,1,1,1,1,2,2, , ,4,2,33,2,11,3,1,2,1,1,1,3,3,0,2,0,0,0,0,1,1
502,2.3637,99, ,99,99,99,99, ,99,99,99,99,99,99,99,99,99, ,99, ,99,99,99,99,99,99, , , , , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , , , , ,99,99,99,99,99,99,99,99, ,99,99,99,39,2,14,4,1,2,1,1,2,13,4,1,2,0,0,0,0,1,1
503,.3857,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,3, ,99,2,2,3,3,2,2,3,"sensitive information might be shared, such as banking, health, credit habits.", ,1,2,5,2,4,2,2,"I changed using certain websites and posting certain things about myself, such as health, credit, banking habits.", ,3,3,3,3,1,3,2,3,3,2,2,3, ,99, ,99,3,3,3,2,3,3,1,4,4,4,not to be scrutinized., ,1,2,2,2,2,2,2,2, , ,5,3,39,2,11,3,4,1,1,5,1,16,1,1,1,0,0,2,1,2,1
505,.6715,1,1,4,6,6,6, ,4,2,2,1,1,2,1,1,2,"prevention of terrorist acts or race riots and or anyone or organizations that just want to start trouble due to personal discord with persons of different race, creed, and or culture", ,1,1,5,4,4,5,5, , ,5,4,5,4,4,5,5, , ,2,4,4,4,4,3,4,4,4,4,4,3,no changes, , , ,5,5,3,2,5,5,5,5,5,5,"check again,  did not change anything except making passwords harder", ,1,1,1,1,1,1,1,2, , ,3,3,59,3,13,4,5,2,1,1,1,7,3,1,1,0,0,0,0,1,6
506,1.0631,2,4,1,2,4,1,3,1,2,1,1,1,2,2,1,1,"In this country we have always had the presumption of ""Innocent", ,2,2,1,1,1,1,1,We are giving up more and more of our freedoms in the name of National Security and Terrorism, ,1,1,2,2,2,2,2,I am much more careful about what I say. We have very little Freedom of Speach, ,4,2,3,1,1,3,3,3,3,3,3,3, ,99, ,99,3,3,4,1,5,3,1,3,3,3, ,99,1,2,2,1,1,2,2,3, ,2,3,2,69,4,9,2,1,1,1,2,1,12,1,1,1,0,0,0,0,2,5
507,.7759,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1, ,99,2,2,1,1,1,1,2, ,99,1,3,1,2,2,3,2, ,99,1,1,2,1,2,2,2,2,2,2,2,3, ,99, ,99,3,3,3,2,3,3,3,3,3,3, ,99,1,1,1,1,1,2,1,1, , ,2,3,35,2,12,4,1,1,1,4,1,14,1,1,1,0,0,2,0,2,1
508,.6887,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,Fine with it for safety, ,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,3, ,1,5,3,45,3,10,3,4,1,1,3,3,17,1,1,2,0,0,0,1,2,1
510,.346,4,3,3,5,6,6, ,3,1,2,1,1,2,1,1,3,"I guess they are trying to keep us safe , if your not doing anything wrong you sould not have to worry", ,1,2,3,3,3,3,3, , ,5,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3,Nothing, , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,2,3,50,3,11,3,1,1,1,2,1,8,6,1,1,0,0,0,0,2,1
512,.7565,1,2,1,1,1,4,2,1,2,2,1,1,2,1,2,3,i understand they need to monitor for terrorism., ,2,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3,i have not made any changes, , , ,3,3,3,3,3,3,3,3,3,3, , ,2,2,2,2,2,2,2,1, , ,2,3,57,3,9,2,1,2,1,2,1,7,4,1,2,0,0,0,0,2,1
514,.4155,1,1,1,1,2,3,2,3,2,2,1,2,2,2,1,2,Privacy, ,2,1,3,3,2,3,3,Privacy, ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,1,3,4,1,4,4,3, ,99,1,1,1,1,1,1,2,1, , ,3,3,53,3,9,2,1,2,1,2,1,18,3,1,1,0,0,0,0,2,1
519,.4757,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,3,"Unless a court has approved more detailed surveillance, the data collected is not the contents of emails or phone calls, just the number called and calling plus location data.", ,1,1,4,4,4,4,4, , ,4,4,5,4,4,4,4, , ,3,2,3,3,3,3,3,3,3,3,3,3, ,99, ,99,3,3,3,1,3,3,3,3,3,3,I have used more complex passwords to protect my identity not to hide things from the government., ,1,1,2,2,1,1,2,3, ,1,3,2,71,4,13,4,1,1,1,2,1,12,1,1,1,0,0,0,0,2,2
521,.4019,1,1,1,1,4,1,2,1,1,1,1,2,2,2,2,2,"As long as the government only collects data from suspected criminals I do not have a problem. But when they look at every bodies data, it is a problem.", ,2,2,4,3,3,3,3, , ,4,4,4,4,4,4,4, , ,1,3,3,1,3,1,3,3,3,1,3,3, ,99, ,99,3,3,3,1,1,3,1,3,3,3, ,99,1,2,1,1,1,2,1,4,Libertarian,1,2,1,41,2,11,3,1,1,0,4,1,15,4,1,3,0,0,1,0,3,1
523,.8436,3,6,2,3,6,6, ,4,1,2,1,2,2,1,2,2,Because of the privacy act, ,2,1,5,4,4,5,4, , ,5,4,4,4,5,4,4, , ,3,4,4,4,4,3,3,3,3,3,3,3,none, , , ,3,3,5,2,4,3,5,3,3,3,It is not important, ,1,2,1,1,1,1,1,3, ,1,3,1,80,4,9,2,1,2,1,2,3,7,2,1,1,0,0,0,0,2,5
524,.8096,2,1,1,1,3,1,2,1,1,1,1,2,2,2,2,2,don't want to live in a police state, ,2,2,2,1,1,1,1,I do not want to live in a police state, ,1,2,5,2,2,2,2,., ,3,4,1,4,4,4,2,1,1,2,2,4, ,99, ,99,2,2,2,5,2,2,5,4,4,2, ,99,1,2,2,2,2,2,2,3, ,2,4,2,44,2,12,4,1,2,1,2,1,9,6,1,1,0,0,0,0,2,1
